UserID,ItemID,Rating,Timestamp
U00005997,P0032,4,956848775
U00005996,P0002,3,956854341
U00005995,P0024,4,956855754
U00005995,P0025,4,956856068
U00005995,P0032,5,956856452
U00006010,P0011,4,956856655
U00005995,P0008,3,956857230
U00006010,P0021,4,956857481
U00006010,P0010,4,956859159
U00006010,P0020,3,956860000
U00006013,P0028,3,956861064
U00005992,P0024,4,956865427
U00005996,P0025,3,956873234
U00005996,P0011,4,956873692
U00005989,P0001,5,956874124
U00005989,P0021,2,956874176
U00005996,P0022,3,956874290
U00005989,P0002,4,956874389
U00005988,P0032,3,956875894
U00006000,P0001,3,956879000
U00006000,P0014,3,956880266
U00006000,P0010,3,956881239
U00005987,P0010,1,956881458
U00006000,P0032,4,956882026
U00005987,P0019,1,956882380
U00006000,P0007,4,956882947
U00006000,P0005,3,956884722
U00006000,P0008,3,956884856
U00006000,P0002,3,956884937
U00006000,P0013,3,956885209
U00006000,P0003,3,956885279
U00006000,P0015,3,956886599
U00006000,P0019,3,956886982
U00005986,P0017,5,956889530
U00005984,P0032,5,956907914
U00005983,P0032,2,956926305
U00005982,P0010,4,956935440
U00005982,P0001,4,956935890
U00005980,P0012,4,956937614
U00005980,P0001,3,956943357
U00005980,P0025,2,956944194
U00005980,P0021,3,956944444
U00005976,P0021,2,956946436
U00005975,P0025,3,956946607
U00005974,P0006,4,956946887
U00005974,P0022,3,956946990
U00005974,P0025,4,956947229
U00005974,P0017,5,956947460
U00005974,P0032,3,956947532
U00005974,P0011,4,956947978
U00005974,P0021,4,956948004
U00005974,P0031,2,956948202
U00005974,P0004,2,956948267
U00005973,P0032,5,956950581
U00005972,P0001,4,956954891
U00006016,P0017,4,956957641
U00006016,P0025,3,956957670
U00006016,P0032,4,956957883
U00006016,P0014,3,956959191
U00006016,P0016,3,956959191
U00005969,P0021,4,956961122
U00006003,P0006,4,956980468
U00006003,P0022,2,956980864
U00006003,P0021,4,956983008
U00005964,P0025,5,956993849
U00005964,P0032,5,956994372
U00005964,P0016,4,956994667
U00005964,P0022,4,956994900
U00005964,P0029,5,956996754
U00005964,P0002,1,956996888
U00005964,P0001,5,956997005
U00005964,P0005,3,956998194
U00005964,P0019,2,956998665
U00005963,P0021,3,957020798
U00005961,P0029,4,957022776
U00005961,P0010,4,957022833
U00005961,P0002,4,957022911
U00005961,P0006,4,957023359
U00005961,P0021,4,957023423
U00005961,P0028,4,957024163
U00005961,P0025,3,957024196
U00005961,P0017,4,957024230
U00005961,P0011,3,957024604
U00005961,P0007,2,957024684
U00005961,P0003,3,957024904
U00005961,P0016,2,957026201
U00005960,P0011,5,957028690
U00005960,P0004,4,957029150
U00005960,P0024,4,957030965
U00006006,P0002,2,957032380
U00006006,P0001,2,957032777
U00005959,P0001,3,957044765
U00005959,P0011,3,957045023
U00005958,P0006,3,957064514
U00005957,P0010,3,957073986
U00005957,P0029,4,957074444
U00005956,P0029,4,957077049
U00005956,P0002,2,957079525
U00005956,P0032,4,957082146
U00005955,P0010,3,957108844
U00005955,P0021,3,957108975
U00005955,P0029,5,957109504
U00005955,P0032,5,957109505
U00005955,P0001,4,957109919
U00005955,P0004,3,957110334
U00005955,P0003,2,957110672
U00005955,P0025,3,957111170
U00005955,P0017,5,957111170
U00005955,P0007,4,957111362
U00005954,P0029,5,957129400
U00005953,P0032,4,957142835
U00005953,P0001,4,957142861
U00005953,P0010,4,957143369
U00005953,P0029,5,957143581
U00005950,P0032,5,957182213
U00005950,P0029,2,957182407
U00005950,P0021,4,957182665
U00005950,P0022,4,957184478
U00005947,P0029,1,957190828
U00005948,P0017,4,957191268
U00005948,P0026,4,957194253
U00005946,P0011,4,957194521
U00005946,P0007,3,957194802
U00005946,P0003,4,957194869
U00005948,P0003,3,957195752
U00005944,P0032,1,957197567
U00005943,P0028,5,957200081
U00005943,P0001,4,957201728
U00005942,P0021,1,957202760
U00005942,P0016,5,957203318
U00005939,P0025,5,957213465
U00005939,P0032,4,957213515
U00005939,P0024,3,957213955
U00005937,P0032,4,957214229
U00005937,P0010,4,957214687
U00005935,P0001,4,957217894
U00005934,P0006,4,957217958
U00005934,P0025,4,957218831
U00005933,P0024,4,957220358
U00005932,P0021,3,957224997
U00005931,P0010,3,957226820
U00005931,P0001,4,957226924
U00005931,P0002,4,957227079
U00005931,P0021,3,957227285
U00005930,P0001,5,957232566
U00005930,P0011,5,957233433
U00005927,P0025,4,957272378
U00005927,P0032,3,957272421
U00005927,P0017,5,957272449
U00005938,P0001,5,957274212
U00005927,P0021,3,957283576
U00005924,P0006,3,957284740
U00005925,P0032,4,957284984
U00005925,P0001,3,957286024
U00005971,P0001,4,957288718
U00005971,P0007,5,957288809
U00005971,P0011,5,957288970
U00005924,P0010,4,957291108
U00005925,P0002,5,957294433
U00005925,P0029,4,957294818
U00005996,P0007,5,957297141
U00005921,P0001,4,957304263
U00005920,P0021,4,957311329
U00005920,P0001,4,957311565
U00005920,P0025,4,957311895
U00005920,P0011,4,957311952
U00005919,P0024,2,957312625
U00005971,P0017,4,957314544
U00005971,P0021,4,957315643
U00005917,P0006,4,957315691
U00005917,P0002,4,957316394
U00005917,P0024,4,957316770
U00005916,P0026,2,957320613
U00005916,P0017,3,957320825
U00005916,P0032,3,957321997
U00005914,P0006,5,957332877
U00005915,P0001,4,957333539
U00005915,P0006,4,957333672
U00005915,P0032,5,957334179
U00005915,P0016,5,957335979
U00005915,P0011,4,957336174
U00005913,P0025,3,957357554
U00005913,P0032,3,957357652
U00005916,P0028,3,957359466
U00005916,P0011,4,957360183
U00005912,P0025,3,957361750
U00005917,P0017,5,957365795
U00005910,P0028,5,957372652
U00005910,P0017,5,957373123
U00005910,P0021,4,957373554
U00005911,P0032,5,957373638
U00005908,P0021,4,957373741
U00005908,P0010,4,957373914
U00005908,P0002,3,957374181
U00005905,P0001,4,957375692
U00005905,P0021,4,957375918
U00005927,P0007,3,957387030
U00005995,P0001,5,957388111
U00005906,P0025,4,957389288
U00005903,P0021,4,957390288
U00005902,P0028,4,957396107
U00005902,P0017,3,957396130
U00005901,P0010,3,957396738
U00005915,P0004,4,957401213
U00005915,P0003,4,957402196
U00005900,P0014,5,957426572
U00005950,P0016,3,957444140
U00005950,P0011,3,957444421
U00005896,P0019,1,957458207
U00005896,P0001,2,957458673
U00005896,P0021,1,957458815
U00005896,P0005,3,957459359
U00005896,P0003,4,957459576
U00005916,P0012,3,957460042
U00005916,P0029,3,957460424
U00005916,P0016,2,957461197
U00006010,P0001,5,957463288
U00005903,P0001,5,957463952
U00005893,P0021,4,957464027
U00005892,P0032,4,957465916
U00005894,P0022,3,957466127
U00005890,P0021,4,957468533
U00005893,P0011,1,957470319
U00005922,P0032,4,957470982
U00005890,P0001,5,957471537
U00005890,P0011,4,957471854
U00005888,P0017,5,957479132
U00005888,P0011,3,957479332
U00005888,P0007,4,957479451
U00005888,P0003,1,957479796
U00005888,P0001,5,957480017
U00005911,P0022,4,957480141
U00005911,P0010,4,957480178
U00005888,P0021,4,957480201
U00005888,P0006,3,957481884
U00005887,P0001,4,957484883
U00005887,P0017,5,957485483
U00005886,P0021,3,957485695
U00005886,P0010,3,957485775
U00005886,P0029,3,957486101
U00005886,P0001,4,957486193
U00005886,P0006,4,957486368
U00005886,P0011,3,957486694
U00005886,P0002,2,957486746
U00005886,P0017,4,957487121
U00005886,P0032,5,957487335
U00005885,P0010,4,957488747
U00005884,P0021,4,957496930
U00005884,P0029,5,957497061
U00005888,P0032,3,957535632
U00005889,P0001,4,957536204
U00005881,P0025,5,957540095
U00005881,P0011,3,957540992
U00005881,P0016,3,957541049
U00005881,P0021,3,957541120
U00005879,P0009,4,957545784
U00005880,P0021,5,957546043
U00005879,P0021,3,957546134
U00005879,P0006,5,957546160
U00005881,P0001,4,957548112
U00005881,P0004,3,957548559
U00005878,P0007,3,957549243
U00005880,P0001,4,957549395
U00005881,P0003,5,957549548
U00005881,P0015,3,957551591
U00005881,P0022,3,957553304
U00005874,P0006,5,957562294
U00005874,P0010,3,957562457
U00005874,P0025,3,957563091
U00005872,P0010,4,957564837
U00005875,P0010,3,957565675
U00005875,P0017,4,957566038
U00005874,P0020,4,957566129
U00005875,P0032,5,957566330
U00005871,P0016,3,957567074
U00005871,P0001,4,957567468
U00005869,P0001,3,957573572
U00005868,P0001,3,957574474
U00005875,P0002,4,957583344
U00005954,P0010,3,957650605
U00005954,P0002,4,957651394
U00005954,P0001,5,957651803
U00005865,P0029,3,957653792
U00005865,P0032,3,957653829
U00005865,P0017,4,957654421
U00005954,P0019,1,957654545
U00005864,P0017,4,957662511
U00005864,P0001,4,957662956
U00005880,P0006,4,957669849
U00005862,P0011,5,957670201
U00005862,P0007,5,957670345
U00005862,P0032,5,957670469
U00005862,P0006,5,957670863
U00005862,P0031,5,957672394
U00005862,P0022,5,957672394
U00005862,P0001,5,957672645
U00005917,P0011,4,957678237
U00005860,P0021,4,957685692
U00005954,P0017,4,957703031
U00005954,P0032,5,957703211
U00005954,P0026,4,957703777
U00005954,P0014,4,957704337
U00005858,P0017,4,957714645
U00005858,P0001,5,957714977
U00006040,P0025,3,957717322
U00006040,P0001,3,957717358
U00006040,P0030,3,957717422
U00005857,P0002,4,957721104
U00005857,P0001,3,957722335
U00005856,P0017,5,957732217
U00005856,P0011,5,957732380
U00005855,P0017,5,957733266
U00005855,P0032,4,957733266
U00005857,P0010,3,957737680
U00005854,P0032,4,957744558
U00005854,P0024,4,957744998
U00005854,P0006,5,957745797
U00005854,P0022,4,957746213
U00005853,P0005,1,957747194
U00005853,P0025,5,957747492
U00005853,P0011,2,957747681
U00005853,P0032,5,957748293
U00005852,P0017,3,957755062
U00005852,P0011,4,957755274
U00005852,P0007,4,957755380
U00005852,P0025,2,957756720
U00005851,P0008,4,957757293
U00005848,P0010,3,957781276
U00005848,P0021,5,957781336
U00005848,P0006,3,957781360
U00005848,P0025,2,957782054
U00005848,P0001,3,957782383
U00005848,P0002,4,957783630
U00005848,P0017,4,957784714
U00005848,P0028,4,957785448
U00005847,P0001,4,957791027
U00005847,P0021,5,957791330
U00005847,P0011,3,957791391
U00005847,P0007,3,957791849
U00005847,P0005,3,957792263
U00005847,P0010,4,957792878
U00005847,P0017,5,957794449
U00005845,P0028,5,957795178
U00005888,P0012,1,957795321
U00005888,P0005,2,957795334
U00005888,P0019,1,957795512
U00005847,P0003,2,957796689
U00005845,P0001,4,957797990
U00005845,P0024,4,957799217
U00005844,P0032,5,957801404
U00005843,P0032,4,957805059
U00005843,P0017,4,957805122
U00005843,P0001,3,957807384
U00005842,P0006,3,957817724
U00005922,P0017,3,957818597
U00005841,P0021,5,957821370
U00005841,P0017,5,957822597
U00005841,P0011,4,957823298
U00005841,P0001,5,957823673
U00005840,P0001,5,957829126
U00005840,P0011,4,957829307
U00005840,P0007,4,957829620
U00005840,P0025,3,957831193
U00005840,P0004,3,957831388
U00005839,P0001,5,957837181
U00005838,P0017,5,957839392
U00005838,P0001,3,957840080
U00005838,P0021,4,957840667
U00005838,P0028,5,957841297
U00005838,P0011,3,957841664
U00005837,P0011,3,957842985
U00005837,P0021,4,957843202
U00005836,P0012,2,957843898
U00005837,P0006,5,957844265
U00005837,P0010,4,957844616
U00005835,P0017,4,957845517
U00005833,P0001,5,957879787
U00005833,P0025,3,957879882
U00005832,P0017,4,957886951
U00005831,P0024,2,957887557
U00005831,P0017,5,957887977
U00005831,P0021,4,957888688
U00005831,P0011,4,957889205
U00005831,P0004,4,957889491
U00005831,P0032,4,957893807
U00005829,P0001,4,957894072
U00005827,P0001,4,957894429
U00005827,P0021,4,957894606
U00005827,P0011,4,957894687
U00005827,P0003,3,957894950
U00005826,P0006,5,957895948
U00005827,P0025,1,957895986
U00005831,P0001,5,957896484
U00005826,P0032,5,957896758
U00005826,P0025,4,957897152
U00005826,P0024,3,957897958
U00005831,P0019,3,957898361
U00005824,P0029,3,957898363
U00005824,P0032,4,957898363
U00005831,P0010,4,957899244
U00005831,P0002,3,957899346
U00005823,P0017,4,957900554
U00005823,P0010,4,957901112
U00005823,P0001,5,957901481
U00005831,P0006,4,957901828
U00005831,P0020,3,957902898
U00005819,P0021,4,957906688
U00005831,P0022,4,957908029
U00005818,P0015,2,957908960
U00005831,P0028,4,957909482
U00005831,P0007,4,957909824
U00005826,P0029,5,957914677
U00005826,P0016,4,957914897
U00005826,P0021,4,957915249
U00005814,P0023,3,957915423
U00005815,P0032,4,957915676
U00005826,P0023,2,957915681
U00005815,P0029,5,957915730
U00005813,P0006,4,957917351
U00005813,P0021,4,957917529
U00005812,P0024,2,957938041
U00005811,P0025,4,957939796
U00005812,P0017,5,957940775
U00005811,P0016,5,957941030
U00005812,P0028,5,957941291
U00005812,P0007,3,957942135
U00005812,P0006,4,957942905
U00005811,P0032,4,957943136
U00005812,P0025,4,957943857
U00005811,P0010,4,957944907
U00005811,P0007,4,957945488
U00005824,P0006,3,957966922
U00005824,P0010,3,957967156
U00005824,P0018,3,957967280
U00005824,P0023,2,957967300
U00005824,P0001,4,957969740
U00005824,P0021,4,957970112
U00005824,P0012,2,957970819
U00005809,P0001,5,957981564
U00005808,P0001,4,957983201
U00005806,P0012,3,957984998
U00005807,P0001,4,957985007
U00005809,P0022,3,957985104
U00005806,P0025,1,957986026
U00005806,P0017,3,957986608
U00005809,P0011,4,957989887
U00005805,P0028,4,957990012
U00005805,P0017,5,957990072
U00005803,P0029,5,957995141
U00005802,P0007,3,958002008
U00005801,P0001,5,958011065
U00005801,P0025,4,958011190
U00005801,P0032,4,958011404
U00005801,P0014,4,958011589
U00005825,P0001,5,958015238
U00005798,P0010,2,958057964
U00005797,P0029,5,958059005
U00005798,P0021,4,958060246
U00005798,P0011,4,958060311
U00005797,P0024,2,958060508
U00005794,P0002,5,958069590
U00005794,P0007,4,958071666
U00005794,P0003,4,958071934
U00005795,P0005,3,958077064
U00005795,P0025,5,958077643
U00005795,P0032,4,958078345
U00005795,P0016,5,958078446
U00005795,P0011,4,958078748
U00005795,P0004,4,958078852
U00005795,P0021,4,958079104
U00005795,P0014,5,958079165
U00005795,P0031,1,958079785
U00005795,P0022,3,958079902
U00005791,P0024,2,958090113
U00005790,P0017,1,958090975
U00005790,P0001,5,958090975
U00005790,P0021,3,958091847
U00005852,P0016,3,958102014
U00005852,P0004,2,958102365
U00005852,P0021,4,958102623
U00005788,P0021,4,958107471
U00005788,P0010,3,958107631
U00005788,P0020,1,958108218
U00005788,P0015,1,958108245
U00005788,P0001,5,958108508
U00005788,P0004,2,958109067
U00005788,P0011,3,958109158
U00005787,P0029,4,958109478
U00005787,P0032,5,958109524
U00005788,P0003,3,958109558
U00005788,P0012,1,958109927
U00005788,P0005,2,958110171
U00005788,P0019,3,958110487
U00005795,P0006,4,958143844
U00005837,P0032,5,958144080
U00005837,P0016,5,958144270
U00005795,P0010,2,958144374
U00005837,P0007,3,958144845
U00005837,P0005,4,958145057
U00005795,P0009,1,958145109
U00005837,P0002,3,958145140
U00005837,P0009,4,958145246
U00005795,P0020,1,958145331
U00005795,P0015,1,958145417
U00005837,P0020,4,958145565
U00005795,P0002,2,958145830
U00005795,P0001,5,958145999
U00005795,P0007,3,958148376
U00005795,P0012,1,958149009
U00005795,P0019,2,958149053
U00005795,P0017,5,958151177
U00005783,P0017,5,958151954
U00005783,P0011,5,958151992
U00005783,P0007,5,958152054
U00005795,P0023,1,958152325
U00005782,P0001,3,958152579
U00005780,P0001,3,958153467
U00005780,P0016,5,958153709
U00005780,P0025,3,958153770
U00005780,P0021,4,958153976
U00005780,P0022,5,958154201
U00005780,P0010,3,958154916
U00005780,P0023,5,958155047
U00005780,P0003,1,958155242
U00005780,P0004,3,958155280
U00005779,P0006,4,958155791
U00005780,P0019,5,958155958
U00005779,P0021,3,958156002
U00005780,P0006,5,958156439
U00005779,P0001,3,958156694
U00005779,P0011,4,958157423
U00005778,P0032,4,958157836
U00005779,P0025,3,958159673
U00005779,P0032,4,958159775
U00005777,P0001,3,958160282
U00005779,P0005,3,958161374
U00005776,P0032,4,958162892
U00005779,P0010,2,958164227
U00005775,P0021,4,958165839
U00005775,P0025,5,958166529
U00005775,P0016,4,958166790
U00005775,P0011,4,958166917
U00005776,P0024,3,958169257
U00005776,P0006,5,958169698
U00005776,P0021,4,958170150
U00005776,P0010,3,958170249
U00005776,P0001,4,958171687
U00005770,P0025,5,958172335
U00005770,P0016,5,958173058
U00005769,P0032,5,958174528
U00005768,P0028,5,958175490
U00005768,P0017,5,958175554
U00005767,P0032,3,958176299
U00005766,P0011,4,958177858
U00005766,P0016,3,958177965
U00005766,P0007,4,958178196
U00005765,P0032,5,958179803
U00005765,P0010,4,958180787
U00005765,P0015,4,958180968
U00005764,P0017,5,958188144
U00005767,P0006,5,958191737
U00005762,P0032,5,958220112
U00005762,P0011,3,958220600
U00005762,P0001,5,958223224
U00005760,P0001,5,958250285
U00005759,P0006,5,958254507
U00005759,P0021,5,958254573
U00005769,P0001,3,958254716
U00005908,P0001,5,958255559
U00005759,P0028,5,958255594
U00005759,P0017,5,958255745
U00005757,P0032,4,958258872
U00005757,P0001,3,958259702
U00005872,P0021,3,958263559
U00005872,P0006,3,958263559
U00005755,P0032,5,958266210
U00005755,P0030,3,958266835
U00005755,P0021,5,958266860
U00005786,P0011,3,958267559
U00005786,P0019,1,958268809
U00005854,P0002,4,958270871
U00005754,P0001,5,958270974
U00005854,P0010,3,958271307
U00005753,P0001,4,958272180
U00005754,P0011,4,958272245
U00005753,P0006,5,958272332
U00005754,P0004,3,958272625
U00005854,P0001,3,958272635
U00005854,P0021,3,958272827
U00005754,P0005,1,958272866
U00005854,P0011,4,958272890
U00005854,P0007,2,958273092
U00005854,P0003,2,958273555
U00005754,P0017,4,958274384
U00005854,P0019,3,958274428
U00005752,P0001,4,958276121
U00005752,P0025,4,958276741
U00005752,P0011,4,958277119
U00005752,P0007,4,958277340
U00005755,P0014,3,958279617
U00005755,P0006,4,958279990
U00005755,P0011,3,958280107
U00005755,P0007,1,958281464
U00005755,P0026,4,958281788
U00005758,P0021,5,958306366
U00005751,P0027,4,958308270
U00005751,P0001,5,958309516
U00005751,P0002,3,958309656
U00005751,P0008,4,958309656
U00005762,P0002,1,958311777
U00005748,P0001,5,958346999
U00005748,P0025,3,958347073
U00005746,P0001,4,958354402
U00005747,P0006,4,958354874
U00005747,P0021,4,958355061
U00005746,P0032,3,958355087
U00005747,P0010,3,958355284
U00005747,P0001,5,958355978
U00005747,P0029,4,958356444
U00005747,P0032,3,958356444
U00005747,P0017,4,958358706
U00005747,P0003,2,958359231
U00005745,P0025,4,958361026
U00005744,P0017,4,958364395
U00005744,P0021,4,958364860
U00005744,P0011,5,958364886
U00005744,P0031,5,958365421
U00005742,P0001,5,958397244
U00005957,P0001,3,958404475
U00005880,P0016,5,958404639
U00005880,P0032,4,958405323
U00005880,P0028,4,958405600
U00005880,P0017,3,958405641
U00005880,P0025,3,958405641
U00005740,P0010,3,958406144
U00005740,P0001,5,958406177
U00005740,P0024,3,958406338
U00005738,P0001,5,958414730
U00005738,P0032,3,958415227
U00005738,P0006,2,958416943
U00005738,P0021,3,958416969
U00005738,P0010,2,958417109
U00005733,P0016,4,958430184
U00005733,P0018,4,958432577
U00005732,P0028,4,958434296
U00005731,P0021,3,958438176
U00005730,P0001,3,958441802
U00005730,P0011,4,958441889
U00005728,P0001,4,958468308
U00005728,P0011,4,958469852
U00005728,P0005,3,958471711
U00005728,P0003,4,958471754
U00005728,P0007,4,958472108
U00005728,P0012,3,958474720
U00005736,P0011,4,958502563
U00005721,P0001,5,958503382
U00005720,P0032,3,958503509
U00005720,P0016,3,958503819
U00005717,P0006,5,958509389
U00005718,P0016,4,958509740
U00005718,P0011,4,958510296
U00005716,P0001,4,958510802
U00005716,P0021,5,958511258
U00005713,P0005,4,958512198
U00005712,P0006,5,958512645
U00005711,P0005,4,958513754
U00005710,P0032,4,958519332
U00005709,P0031,2,958522463
U00005708,P0032,3,958523268
U00005706,P0024,3,958529423
U00005706,P0032,3,958529831
U00005706,P0001,5,958529864
U00005705,P0001,5,958544574
U00005705,P0007,4,958545275
U00005705,P0011,4,958545424
U00005705,P0029,4,958546135
U00005705,P0002,4,958546369
U00005704,P0017,4,958548438
U00005704,P0011,4,958548733
U00005720,P0024,2,958576475
U00005720,P0021,4,958576741
U00005720,P0010,3,958576889
U00005720,P0001,3,958577527
U00005720,P0007,3,958578012
U00005720,P0003,1,958578198
U00005720,P0002,1,958578453
U00005702,P0001,4,958579035
U00005702,P0029,5,958581222
U00005701,P0032,3,958587942
U00005718,P0025,3,958588034
U00005699,P0032,4,958588280
U00005701,P0001,5,958588502
U00005700,P0001,4,958588609
U00005698,P0032,5,958589712
U00005698,P0001,5,958590540
U00005695,P0007,4,958591997
U00005698,P0024,4,958594332
U00005698,P0002,4,958595123
U00005693,P0025,2,958596247
U00005691,P0002,4,958599531
U00005690,P0032,4,958599536
U00005691,P0011,5,958600485
U00005687,P0011,5,958602079
U00005688,P0032,3,958602639
U00005687,P0029,5,958602692
U00005688,P0001,4,958602778
U00005686,P0006,3,958602801
U00005687,P0010,5,958602819
U00005686,P0021,2,958602944
U00005686,P0032,4,958603587
U00005688,P0025,5,958603913
U00005688,P0016,5,958604193
U00005686,P0001,4,958604509
U00005686,P0007,1,958605589
U00005684,P0021,5,958606360
U00005684,P0006,5,958606395
U00005684,P0010,3,958606521
U00005682,P0006,5,958606677
U00005684,P0029,5,958608409
U00005684,P0001,5,958609116
U00005689,P0001,3,958610599
U00005684,P0011,3,958612488
U00005689,P0006,4,958617261
U00005699,P0001,4,958617270
U00005679,P0006,5,958617874
U00005679,P0021,3,958619425
U00005679,P0010,5,958619701
U00005699,P0016,4,958619830
U00005678,P0032,4,958627083
U00005678,P0001,5,958628271
U00005676,P0001,5,958676113
U00005676,P0021,5,958676497
U00005676,P0007,4,958677095
U00005676,P0005,1,958677257
U00005676,P0003,4,958677467
U00005673,P0028,4,958679322
U00005673,P0017,4,958679322
U00005674,P0021,5,958679844
U00005674,P0001,5,958680236
U00005675,P0006,3,958682747
U00005675,P0011,4,958682766
U00005675,P0021,4,958683106
U00005675,P0007,3,958683837
U00005674,P0025,4,958683999
U00005675,P0022,5,958685330
U00005686,P0010,2,958686080
U00005686,P0004,2,958688714
U00005686,P0019,2,958689673
U00005686,P0012,2,958689789
U00005686,P0016,2,958690430
U00005747,P0002,4,958698523
U00005716,P0006,5,958701189
U00005671,P0017,5,958701788
U00005671,P0011,4,958703860
U00005670,P0004,1,958715222
U00005670,P0020,3,958715222
U00005670,P0032,5,958715573
U00005717,P0032,3,958743623
U00005717,P0030,4,958743794
U00005717,P0025,4,958744065
U00005675,P0032,4,958744388
U00005669,P0021,4,958746201
U00005785,P0016,5,958746960
U00005785,P0006,5,958747351
U00005785,P0011,5,958747423
U00005717,P0029,4,958751855
U00005667,P0021,4,958753610
U00005667,P0001,4,958755686
U00005717,P0022,2,958756867
U00005666,P0025,3,958759696
U00005665,P0032,3,958759818
U00005664,P0032,5,958763785
U00005667,P0007,1,958764031
U00005664,P0024,3,958764629
U00005664,P0001,4,958765062
U00005667,P0032,4,958768539
U00005667,P0017,4,958768734
U00005663,P0005,4,958768882
U00005663,P0024,5,958769141
U00005663,P0006,3,958769349
U00005689,P0021,2,958769465
U00005663,P0001,3,958769545
U00005663,P0017,5,958770291
U00005663,P0002,4,958770442
U00005661,P0001,5,958780306
U00005659,P0005,3,958788291
U00005659,P0032,5,958788479
U00005659,P0025,4,958789040
U00005659,P0001,4,958789889
U00005658,P0022,4,958808806
U00005657,P0013,4,958827999
U00005657,P0001,4,958828080
U00005657,P0021,4,958828559
U00005657,P0022,4,958829038
U00005763,P0021,5,958834535
U00005763,P0006,3,958834535
U00005656,P0032,2,958836208
U00005763,P0002,3,958836672
U00005763,P0001,5,958837008
U00005655,P0025,3,958842789
U00005655,P0017,4,958843061
U00005655,P0011,3,958843816
U00005654,P0024,4,958845889
U00005654,P0032,4,958846211
U00005652,P0006,2,958846398
U00005652,P0022,5,958846544
U00005654,P0001,4,958846696
U00005653,P0025,5,958846771
U00005652,P0016,5,958846869
U00005651,P0001,5,958847534
U00005651,P0022,5,958853197
U00005650,P0013,3,958862718
U00005650,P0002,4,958863085
U00005650,P0011,5,958863441
U00005650,P0010,2,958863790
U00005650,P0001,4,958864156
U00005649,P0001,5,958865906
U00005717,P0001,4,958865981
U00005649,P0025,3,958866261
U00005649,P0017,5,958866345
U00005650,P0031,2,958867049
U00005649,P0022,5,958868109
U00005649,P0031,3,958868886
U00005649,P0004,3,958869106
U00005647,P0025,3,958872403
U00005646,P0024,1,958873491
U00005647,P0006,4,958873909
U00005645,P0032,5,958878081
U00005644,P0011,3,958879371
U00005644,P0001,4,958881146
U00005645,P0029,5,958881982
U00005648,P0025,2,958888205
U00005643,P0001,5,958889060
U00005648,P0032,3,958889103
U00005643,P0025,3,958889465
U00005643,P0032,4,958889850
U00005643,P0027,3,958890129
U00005643,P0011,4,958890359
U00005643,P0006,4,958890630
U00005643,P0007,3,958891291
U00005643,P0021,4,958891620
U00005641,P0025,1,958924663
U00005642,P0013,5,958925106
U00005641,P0007,4,958925954
U00005641,P0001,4,958926532
U00005641,P0004,2,958926840
U00005641,P0005,4,958926966
U00005641,P0003,3,958926966
U00005677,P0017,3,958927550
U00005645,P0010,5,958929247
U00005677,P0011,3,958929698
